customer_message,amazon_reply
@353581 app says to get on amazon @AmazonHelp says can’t purchase digital media why do u make it so hard to purchase an audiobook!,@491843 Strange. Not sure what's gone wrong here. You can reach out to us here: https://t.co/hApLpMlfHN ^PK
@115830 @129773 @AmazonHelp  wanted to settle down and watch Arrival... where are the subtitles?,"@196521 Hey there, which device are you streaming from? Here's how you can turn them on in app: https://t.co/GTAymnS0jA ^DW"
"@AmazonHelp Please send me the detail of courier service centre and the concerned person, who will be delivering my item...",@416282 and I'll reach out to you. ^SA
"@AmazonHelp no need of all these things if i dont get my order today,i'l order same from other sites.","@202691 I get your disappointment, Tushar. We will surely help you out. Request you to fill the form which was provided earlier 1/2 ^NK"
"@115821 why are you refusing to replace the tv I paid for when you delivered it broken? Absolutely terrible and greedy service, poor exp",@369653 I'm sorry for the frustration! Was this item being shipped from Amazon or a third-party seller? ^ZW
"@AmazonHelp I ordered an item Oct. 24 with guaranteed delivery of Oct. 26. It came the 28th, though the tracking claims it was delivered Oct. 27 but it wasn't in my mailbox. No biggie, it's just happened more than once. It bothers my husband more than it does me.",@745679 I am sorry for the trouble with your order! Can you please confirm the carrier listed here: https://t.co/Y5jpI9gRhE? ^TL
@AmazonHelp @AmazonHelp - REALLY?!? because you sure didn't want to help when I called this morning.  Just attitude!  That's what $100/yr buys me!?!,@323286 I'm sorry for the bad experience. What info was given when you called us? Are you having issues with a current delivery? ^FJ
"@AmazonHelp yes, it passed 4 days ago",@666295 Oh no! Was your order sold by us or a seller? Please check here: https://t.co/aaDyEz1VgE ^FD
"@115821 @115850 I have received the product in damaged condition, it's tempered from outside though material was not spilling.",@120325 Apologies for the inconvenience. Have you tried reporting this to our support team here: https://t.co/2t6DQoUmNZ ? ^AB
@AmazonHelp Absolutely no need. This would mean that you guys will not admit that there has been an error.  @186226 @115851 . Sad. Really sad,"@254314 I understand you're upset with the issue. Please reach us through the link provided earlier, we'll get it checked and help you out. ^AP"
What's the point in having @116090 Prime if they don't guarantee my shipment in 2 days. Hmmm,@169506 Is this regarding a current order shown here: https://t.co/PyACxvY8Qo? ^AG
@AmazonHelp Hey @UPSHelp WHERE IS MY PACKAGE?!?! 1Z97327W0300044089 https://t.co/LMp2JgM4N0,"@666748 Hello, Richard. I'm sorry you've not received your order. For personal security, we advise not to post anything showing addresses. Please contact us via phone/chat here: https://t.co/hApLpMlfHN so we may look into this with you to see what your available options are.^KL"
@115821 please tell me why I click on the 6 month free student prime deal and it says my next payment will be January 1st 2018? And then I try to cancel and find the deal again and it's vanished😡,@239374 I'm sorry for the inconvenience! Are you trying to cancel the student prime? You can cancel your prime order here: https://t.co/Y5jpI9ys9c ^MO
"Does @115821 have an API for affiliates to search/pull products, and product attributes etc.?",@466112 Hi there! Great question- we do provide our Associates access to our API! More info here: https://t.co/PzSjbIar2Y. Let us know if you have any further questions. ^BL
@AmazonHelp I've already mailed you mannier times have I done a mistake paying you guys in advance.I am confused if I am the consumer or seller.,"@414784 I'm sorry for the stretch. If you've replied to the email sent by the Social Media team, you'd receive an update soon. ^EM"
@AmazonHelp Thank you to @AmazonHelp for always doing the right thing and providing fast and great customer service! #servicealwayswins,@216201 Glad we could be of help! Please let us know if you need anything else. ^TR
@AmazonHelp Ordered on Sunday item was eligible for Prime &amp; sold by Amazon. Not happy that it took 4days to arrive What’s the point of paying for Prime?,"@233032 I'm very sorry you received the wrong item, Anjum. When you were in contact with us, what options were provided by our agent for the wrong item? Also, were they able to determine why the order was late? ^TH"
"I want to buy Amazon Echo Dot. But I am also afraid I'll be bored after 2 days. With reviews saying it's not even a decent sounding speaker, so much confusion what to do. 😐","@469392 I get the confusion here, Punjal. Here's what Echo can do for you- voice interaction, music playback, making to-do lists, setting alarms, streaming podcasts, playing audiobooks, and providing weather, traffic. For more info you may reach here: https://t.co/ppajynPU3q. ^NK"
"Suggest some good stuff to watch on @119625 . 
Thanks",@198262 Could you tell me some of your favorite shows ? I'll suggest similar shows of your interest :) ^HT
"@115830 placed 2 orders separately yesterday, at separate times, paid postage on both but you put them in the same 📦, can I get a refund?","@142494 Hi Neil! We can't see your account info on Twitter, so to best help you'll need to call or chat here:  https://t.co/JzP7hlA23B ^JD"
"@115850 not able to apply Kitkat ₹25 code on https://t.co/oKeTSpiOk8 that I got with @54218 @54219, just opened the KitKat!!! https://t.co/swczNyHfsi","@422162 Apologies for the trouble with the code, Raj. We'd like to check this. Please connect with us here: https://t.co/TdDksLo6Mf ^HD"
@115850 how can you charge for a product more than its actual #MRP????  @186226 @125519 @117013 https://t.co/dkJeTsMrsP,"@254314 I understand your concern regarding the pricing, Karthik. However, pricing and offers are decisions of the sellers. The constantly changing marketplace and our efforts to offer you the lowest price may result in fluctuations in our prices over time. ^AH"
"@115850 @AmazonHelp 

#Foolishamazonpromises https://t.co/s4faTNSWxb","@281833 Hey Sai, please confirm if you have provided us your details in the secured link shared earlier here: https://t.co/Vj1H0eL4fj so we can assist you with the delivery concerns of your order. ^SF"
@116090 strongly recommend #Amazon to fire these people who don't respect their work. https://t.co/wUQbcJjOul,@783397 I'm sorry for the trouble! Who is the carrier for this order? You can check here: https://t.co/PyACxvY8Qo
@AmazonHelp @115821 that's what am doing everytime I place an order. Can you tell me what's #prime meant for ?,@158497 I just checked and we have received your details. We will reach out to you soon. ^GK
@AmazonHelp @115850 without delivering the product how are you claiming that I had signed and received the product? Isn’t it cheating? https://t.co/PNX4EQ4xG6,@181902 We're sorry for the miscommunication. Please reach us here: https://t.co/vlvfJr4nN9 and we'll get it sorted right away.^RS
@AmazonHelp Got multiple password assistance and OTP messages on mail. What is going on??,"@265710 If you didn't initiate such an action, we would recommend you to report this to our support team here: https://t.co/R3EfhzgU8B. ^CB"
"@AmazonHelp 3 different calls to track, twice hung up on after being on hold for 10 minutes. 3rd person couldn't help",@439645 What's the current order status here: https://t.co/Y5jpI9gRhE? Has an updated delivery date been provided? ^SB
"@118919 
Got a damaged TV delivered today. Amazon is not replacing it and refunding the sale amount. Which is cheating I exchanged tv",@580376 I'm sorry about the situation. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG
@115821 Android app won't let me make a purchase without applying my Amazon Visa points.,"@379491 That's odd, Mike. Is it not allowing you to select other payment options when checking out? Let us know! ^SK"
"@AmazonHelp I want immediat action. 12 hours too long for me now.Its almost 2 months,I waited a lot, but can't wait now.
#fraud Amazon","@137623 I understand waiting can be tiresome. However, please be assured that we're working on your concern and will reach out to you soon. Appreciate your patience. ^MO"
"@115850 ordered this on 9 November, showing this error and i haven't received any call today!! What i am supposed to do now?? https://t.co/I39WShMFgp","@691492 I understand your concern. Kindly get in touch with our support team here: https://t.co/rS49hgaADF so that we can assist you accordingly. 
Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.  ^RI"
"Veteran Find Cheating
U @115850 @AmazonHelp show most items shipping free &amp; Moments v buy &amp; make payment u cheat adding Rs499 or Rs100","@500331 That's quite a comment. Please tell us what went wrong, We'd like to help you. ^BS"
"@AmazonHelp It gets really hard to buy what I want when a lot of what I want fall under add-on items.
What if I just want that item? Why do I have to spend more money of stuff I don't want/need just for what I want?",@239686 Hopefully this will help explain add on items for you. https://t.co/6scSe4zrkB . Let us know if you have further questions. ^TL
"@AmazonHelp Thanks for replying. It says it'll be delivered by 8pm, but as I indicated the mail has already been delivered today and there was no book.",@668552 Please let us know if you don't see your Book by 8pm by reaching out to us here: https://t.co/hApLpMlfHN ^JZ
"#OnePlus5TRiddles 
The beast is here
But unable to place an order @115850 .
Unable to contact on Toll free number",@801350 Don't worry we have your back. Our support team will be happy to help. You can connect with us here: https://t.co/R3EfhzgU8B. ^CB
@AmazonHelp Thank you so much,@190607 You're welcome! :) ^SA
@AmazonHelp U r refusing to escalate it,@326613 We won't be able to take action unless details are shared. Please provide your details in the link sent to you earlier.^PJ
@AmazonHelp yeah it says out for delivery,@140838 Can I ask who is the carrier delivering this order please? You can find this info through the following link: https://t.co/aaDyEz1VgE^GA
@AmazonHelp oh good thank you -- and this will work on black friday as well?,@228640 Black Friday deals can be found here: https://t.co/DTizDQBB2m ^BA
@AmazonHelp Already filled up the form. Please contact with your team and courier company before contacting me.,@661963 We have received your details. We'll work on it and get back to you with an update. ^SB
@AmazonHelp I’ve spoken to someone on the phone and they arranged a refund.  Can you confirm that the order is cancelled ( account shows replacement ),@165000 Sorry but we can't access your account here but did you receive an email confirming the refund request?^CD
@AmazonHelp I’ve tried calling several times with my registers mobile and IVR doesn’t let me proceed. Can someone call me back ASAP regarding an order?,"@387428 I'm sorry for the trouble you have connecting to our support, write to us 1/2 ^MJ"
@AmazonHelp The Alexa app is not available in the Dominican Apple store. https://t.co/JEG3QDNef4,"@396646 I apologize, but since the Alexa app is not available in the Dominican Apple store, you would not be able to properly set up your Echo Dot. ^VF"
@AmazonHelp This is a simple case. Please offer the solution or I will be forced to file a consumer complaint,@358640 You must've received a follow-up correspondence from us on this. Please find it here: https://t.co/NTkrxpsbHJ. (1/2)
@AmazonHelp I have spoken to your customer service team. Thanks.,@671935 Thank you for letting us know that you were assisted. Do let us know for any further concern. ^AM
@AmazonHelp Again no delivery https://t.co/Kbx0bfS0Mh should not allow out let carriers to deliver are products ats such a mess. Never again,@312875 I'm sorry to hear this! Have you had a chance to report this to our Customer Support team using the link provided by ^KD? ^ME
@AmazonHelp Whoa! I can c that d lightning deal ended sooner wd only 3% claim in past 1hr. Thr's no waitlist too.  Smthing's not right. Here's the deal: https://t.co/I9GgNidL8o,@196041 That's odd. We'd like to check this. Could you please help us with the product page link? ^HD
@115821 you betrayed me and my amazon prime order isn’t coming today and I needed my order too,@322545 I'm so sorry for the wait. Did we miss our estimated delivery date for your order: https://t.co/Y5jpI9gRhE ^EB
"@115821 the only two to arrive were dog food and tide sticks. Both necessary but the rest should have been sent, with no drama and no lies. #NotGood",@328036 I'm sorry for any trouble this may have caused. What does the latest tracking update show here:https://t.co/Y5jpI9gRhE ^SA
@115830 pin set and purchase restrictions on. So WHY is my toddler still able to buy 3 films? https://t.co/9QvFJIs8Uq,"@120929 Hi, that's odd! Is the password saved to pop up automatically on the input screen? ^TS"
"@115821 there was an item missing from my package, and you're making me wait 72 hours to for it to be 'investigated'.  This is unacceptable.",@656722 I'm sorry for the inconvenience! Please let us know what correspondence you receive after 72 hours. ^TN
"@AmazonHelp @115850 I've responded to 18 such emails by now and I don't have solution, my product but you have my money.",@183225 here: https://t.co/beaaDm0muc and I'll look into it for you. (2/2) ^ST
"@115850 
You are a big liar and with pathetic logistics. Arrogant staff is a add on. https://t.co/lQNe3MJQhs",@387423 Sorry to know you're having trouble with delivery. Kindly report this to our team here: https://t.co/HQhpS2qeEd. ^PS
"@AmazonHelp I haven't received such an email, as of yet.",@641712 Please e-mail us your feedback here: https://t.co/hApLpMlfHN ^CO
@AmazonHelp Responded what... No call or message i recieved.. Even i had to wait 40 mins to pick my product. None of your deluvery executive had clue,@195144 Kindly share the details via the link provided on the link. We'll check this and connect with you. ^SG
Annoyed I got an email from Amazon saying my delivery of @205230 is delayed until Friday 😠,"@358777 Apologiess. Have we missed the estimated date? You can check it here: https://t.co/pYHdlcj0Ot, keep us posted. ^HR"
@115821 keeps sending all of my stuff to the wrong addresses and in a few imaa need some refunds.,"@751308 I'm really sorry to hear about the delivery issues! To confirm, do you have a current order that is past the delivery date or marked as delivered? ^BV"
"@115821 WHY AM I STUCK IN A CIRCULAR HELL OF PASSWORD RESET AND ENTERING MY EMAIL AND THEN THE CODE RINSE, REPEAT? OMG I AM DYING OF FRUSTRATION. I just want to change my password. What the fuck. Seriously.",@528557 I'm so sorry for the trouble! Have you reached us by phone to discuss this experience: https://t.co/jzvkhdlrK5? We can assist best with live support. ^ST
"@AmazonHelp All the features I have mentioned are available everywhere else-Just not in India
Also your mail did not work, still not able to post review",@465247 You can share your inputs here: https://t.co/vlvfJr4nN9 ^SG
"@AmazonHelp I already saw your help..,Now u will face the consequences...or else here is my contact number just call on this 9166967022","@169577 Please don't provide your details, as we consider them to be personal information. Our page is visible to the public. ^GK"
"@115821 can you add this to reason for return “It beeps when it powers on, and my dogs are terrified of anything that beeps” ? 🐶🤷🏼‍♀️","@809833 Hello, Chelsie I'm sorry for the trouble. We don't have access to your account via Twitter. You can check here for returns: https://t.co/Y5jpI9gRhE Please let us know if anything further is needed. ^MO"
@115850  when are you launching echo tap in India. I bought one from US and i am told it will not work in India till it's launched here with patches for India region.,@191057 We don't have any announcements yet. Kindly stay tuned. ^SH
@115821 why is it so hard to report I didn't get my package?,"@373547 I'm sorry for the frustration. Without providing any account details, will you tell us more about what's going on? ^KB"
"@AmazonHelp Please liaise with your email support team &amp; see all responses, u will know my frustration and treatment to loyal customer like me. @115850 @115821 @115851",@143953 I get your disappointment. Could you please confirm sharing the details using the secured link provided earlier? ^SD
@AmazonHelp Just wasn't needed anymore..,"@283812 We'd like to review your available options. When you have the time, please contact us here: https://t.co/JzP7hlA23B ^RA"
@AmazonHelp I have already contacted them without any resolution,"@662769 We certainly don't wish to see you upset. As informed earlier, we've forwarded your experience as feedback to the relevant team internally. We'll ensure such instances aren't repeated in the future. Appreciate your understanding. ^EM"
@115850 should not use Gati for smaller cities. Even sarkari post is better than them.,"@435674 I understand your concern, I've noted your comments and have forwarded your feedback internally. ^PJ"
@119625 is there any provision of sending  email from amazon after completion of 5 titles ?,"@191566 The winners will be directly communicated by our concerned team through an email, Ansari.  ^NK"
Got everything I wanted for my birthday but I’m still waiting on the d and this package from amazon.,@383805 Hey Melvin. Do you have an order outstanding?  PS. Happy Birthday :-D ^TP
@AmazonHelp I've not got anything as of yet. Honestly I just wanna know in case I have to send this Xbox back again.,"@555094 I understand your concern. We do ask that you allow us until end of today. If you have no communication tomorrow, please reach out to us here: https://t.co/JzP7hlA23B
-Amy."
@117795 You have the BEST customer service. That is all :) ⭐️⭐️⭐️⭐️⭐️,"@710006 And we have the best customers, like you! ⭐️⭐️⭐️⭐️⭐️
^GP"
@AmazonHelp You guys randomly cancelled my orientation the day I showed up without any notice to myself or any other day 1’s :/ haven’t heard back yet,@198751 Have you contacted the recruiting manager for more information? ^RR
@115850 my COD order with Tracing 237288382089 with Amazon courier delayed bcoz of Cust request. I never asked for reached. No calls. Poor,"@400230 here: https://t.co/2t6DQoUmNZ and we'll get back to you soon.  Please don't provide your order/tracking details, as we 2/3 ^AP"
@AmazonHelp Cn I play music on my fire tv by talkin 2 echo dot?It shud solve my usecase as I want 2 listen music on my  floorstander via my home theatre,@162783 The echo dot connects to speakers or headphones through Bluetooth or 3.5 mm stereo cable to play music. ^SQ
@AmazonHelp Call me option is not working. PL call back,"@478414 https://t.co/vlvfJr4nN9 &gt; Login to your Amazon.in account &gt; Under 'Tell us more about your issue', select 2/3 ^KA"
@AmazonHelp All rabby send not good company Amazon,"@190745 Further, we'll not be able to provide any further insight on this. ^SG(2/2)"
"@115821 AMZL US, they have my package out for delivery for now and credited my account as well. Thank you",@217971 Glad to hear it! Please keep us posted on your delivery 😊 ^NM
"@AmazonHelp @115821 Hello, I just provided my U.S account info on my seller central deposit info. Can you confirm pls?","@179125 We're actually not able to access your account via Twitter, Kunle. I'd recommend contacting Seller Support to confirm. ^LB"
Thanks to @116935 for an easy-to-use and fast-connection iOS App! #BehindTheSmile,@142702 You're welcome! We love hearing your feedback. You made our day!!! 🎹🎶🎸 ^JN
@AmazonHelp The return labels that need to be printed off,"@724379 Are the couriers unable to accept the returns? We'd still like to help, we just need to make sure we're on the same page. ^JO"
@115830 absolutely appalled by your service regarding a Christmas present that was being delivered and has somehow been “lost or broken” and now won’t be delivered till January! One very unhappy little girl at home.,@811812 So sorry to hear about the problem with your order! Have you already contacted our representatives via phone or chat here:  https://t.co/JzP7hlA23B ^GS
@115821 is doing a great job of fucking me over right now. Thanks a bunch for not delivering an item on it’s guaranteed day and then returning it to sender the next day.,"@207504 That's not the experience we hope for. To better assist, can you confirm for me the carrier that was set to deliver your order here: https://t.co/q4LAMZ3tbE? ^GG"
@AmazonHelp Im having problems to connect to ur service via PS4-App. Other apps like YouTube doin fine. Is there a servermaintaince?,@192843 Sorry to hear. What happens when you use it? Are you getting error messages? ^PK
@AmazonHelp Do u know when this will be if delivery is due on the 7th,@488888 We're unable to view orders via Twitter. The order can be dispatched anytime between now and the provided delivery date. ^ST
"@AmazonHelp It's blank. My delivery status still says ""can't deliver"" even though I've called customer service.
This is the second time in one year.","@121462 Thanks for the update, Chris! When you spoke with us previously, what options or insight were we able to provide? ^ML"
@AmazonHelp I ordered a phone which was to be delivered in one day but instead was delivered in two days,"@405401 Further, do let us know if there are any outstanding issues which are yet to be resolved. We'd like to help. 2/2 ^OS"
@AmazonHelp Please get in touch with ATS for priority delivery. It's a replacement and needed urgently.,"@169995 Replacement order will be dispatched on standard delivery method only, kindly wait till the speculated time. ^MJ"
When you're excited for your @115830 order and you get delivered an empty box. Why does this always happen to me!? https://t.co/tfRbcc9S8Z,@454117 Oh no! That's not what we like to see! Please reach out to us here: https://t.co/JzP7hlA23B and we can help with this. ^TK
@AmazonHelp There is no option to reply to the message,"@147145 That's odd. In that case, please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. ^HD"
@AmazonHelp @AmazonHelp @115850 I am looking for a call and not any emails. Emails are just a way to fool customers. First a call and then an email,@173344 I've noted your comments and passed it internally. We'll get back to you soon. ^PS
When you place an order on @115821 at 10:30 AM and receive it by 5 PM... https://t.co/LAtjcAMLHF,@402256 We come in peace...with your parcel! 👽 📦 ^JJ
"@115850  same product price difference, then why you are taking money in name of prime customer service @118702 too good in price https://t.co/O90BnLdwHy","@380422 As an online marketplace, the prices on our website are determined by our sellers. ^AK (1/2)"
"@AmazonHelp @174208 for our one day shipping your driver said they delivered it last night, but instead delivered it today. Not meeting SLA. https://t.co/2EILPLFkYX",@180495 I'm sorry this happened. Would you please submit feedback on your experience here: https://t.co/j8d6cvuxYo Thanks. ^SE
@AmazonHelp But I have made several communication to make it redeliver..order id :- #171-5004265-2371545 but item sent back to seller,@629171 it anymore. If needed kindly place the order again so that we can ensure smooth passage. 2/3 ^AB
@AmazonHelp how do I resolve this Echo error? https://t.co/5RMzRuGTJp,@192845 We're here to help! Have you tried all of these troubleshooting steps: https://t.co/krMoRXrxPA ? ^JE
"@AmazonHelp the estimate is provided but I need it before. The product is fulfilled by Amazon. Plz, find some way so that it can be delivered tomorrow.",@385335 Kindly wait until the mentioned time frame for the delivery of the order. Appreciate your understanding. ^AK (2/2)
@115850 waiting for my product  since 15 days .. oh wow amazon really amaze me.pathetic very pathetic .. Order # 408-5851016-4007539,@413682 I'm sorry for the unpleasant experience in delivering this order. Could you confirm sharing your details 1/2 ^MJ
@115821 @123644 @AmazonHelp ... just following a script over and over again. Gonna rethink @115821 next time I need something.,"@518874 I'm sorry for the poor experience! We want to help, will you tell us a little more about what happened? ^DW"
@AmazonHelp I was just trying to view my order history in the app. Had wifi and wasn't loading. But after 5 mins or so it worked again🙂 cute dog helped!,@382008 We're happy to hear that things worked out! Don't hesitate to reach out if you need us again! ^SH
"@AmazonHelp I have bought a gift for someone and within a week, it seems to be a defective piece. But being still in warranty, I have no direction to go","@216159 I'm sorry for the inconvenience caused, Himanshu. Has this been reported to our support team yet? ^MK"
"@115850  i want to return headphone. I receive my order, when i open it, seal is already broken.I attach pic of broken seal. No-8620977025 https://t.co/o3RRK6ZWlP",@307693 here: https://t.co/vlvfJr4nN9 and we'll look into it right away. 2/2 ^EM
@115821 Do you guys have purview over the treasurer truck? No truck at the Denver Cherry Creek Shopping Center today. There's a Whole Foods right across the street though. Seems like a much better place to be since Amazon OWNS Whole Foods now. Refund?,"@425208 Download the Amazon App for info about Treasure Truck locations, times, and offers. Learn more here: https://t.co/DG7SsxhvrF ^SH"
@115850 1 ½ week still i am waiting for pickup,@323705 I'm sorry for the inconvenience. Please share your details: https://t.co/GIJyeYqKE0 and I'll get in touch with you. ^MK
Ordering from @117093 has become less about getting new food and more about getting rid of all these freezer totes.,@410734 I'm sorry for the trouble! We'd be happy to look into a pick-up request with the following link: https://t.co/CO90egdsKQ. ^ST
@AmazonHelp Am I not able to get it resolved via you,"@256784 Twitter being a social media platform, we wouldn't have access to your amazon account. Kindly reach out to our support team using the link provided and we'll assist you accordingly. Appreciate your understanding. ^GD"
"@AmazonHelp Seems unlikely considering it's still not dispatched, and as the delivery dates have now mysteriously changed to 'Nov 29 - 1 Dec'... and another Amazon Shipping delivery arrived today.","@295030 I'm so sorry your parcel has been delayed, Dan. It's our busiest time of year and unfortunately that slows things down a bit. Please take a moment to look over this link: https://t.co/6WSMbPJDcf  I apologize for any inconvenience this may cause. ^SP"
"@115821  @115851 What a waste of paper, delivery truck gas, etc.  Padded envelope would have sufficed. #amazonpacking #wasteofspace https://t.co/X7UjsNwDI0",@359184 Thank you for reaching out to us. You can leave packaging feedback on orders shipped by Amazon here: https://t.co/IxCXWNGfxl ^JS
@AmazonHelp no help offered,@294421 We've emailed you at 8:28 PM today. Please respond to the email and we'll help you further. ^NR
"@AmazonHelp I did’t before :( check my mention also some followers have a same problem , there’s a mistake 🤦🏻‍♂️",@815516 We would like to troubleshoot this issue with you in real-time. Please contact us via phone or chat here: https://t.co/hApLpMlfHN ^LS
@115821 when did you start hiring delivery drivers that lie about attempting deliveries,"@410364 This certainly isn't what we like to hear, Chris! Do you care to tell us which carrier is listed for your order? ^HC"
"@AmazonHelp Amazon.ca says pkg by Nov 12.  Based on all the stories I'm reading on Social Media platforms, I'm more than concerned at their lack of delivery &amp; communication.  I fear you are not partnered with a company in keeping with your high standards &amp; that your're not dealing w/ it.",@274430 I'm sorry the package is late. We would like to document this experience on your account and look into your options with you here: https://t.co/dNXwBZPiM6 ^AF
"@115850 
#PehleKaroPuriTayyari
#FakeListings
available at 699 without any deal, Lightning deal at 799.
Same product with different MRP. https://t.co/hMInxxZEKx","@185986 you the lowest price, may result in fluctuations in our prices over time. 2/2^HN"
"@AmazonHelp Bank statement says that it's for AmazonPrim 99.00_V
I do not have amazon prime though.",@515457 Amazon Prime can be canceled easily. Click here to cancel the membership: https://t.co/eSVG799Gu4 ^DA
@AmazonHelp  How the hell does it take 8 days to ship from Amazon to a major US city using expedited shipping??? #cancelled,@800369 Hi Elizabeth. Was the order going to be received later than the initially provided expected delivery date? ^DC
"@AmazonHelp Incorrect, I get the code but the Kindle Fire HD gives me a log in error.  Do you really think I would ask the question if that happened?",@643200 Let's troubleshoot this with you in real-time; please contact us via the link: https://t.co/hApLpMlfHN ^WM
@115821 Please broke contract with @135806 in spain,"@763957 Hello Miguel, do you have an order pending of delivery? ^DA"
@115821 Why can't I talk to Alexa in the Alexa app?,@180859 We're always looking for ways to improve. You can submit feedback directly to our Alexa team: https://t.co/IaMpdMyJUM ^KB
"It's not arriving today then, is it @115830? An email would have been nice, so I didn't sit in all day... https://t.co/RLlM5vsY2e","@195908 I'm sorry for the troubles w/your order, Andy! Contact us by Phone/Chat: https://t.co/JzP7hlA23B &amp; we'll be glad to help! ^FR"
"@AmazonHelp Yes, it was promised by yesterday",@293994 What's the current status of the delivery based on the tracking details? Check here: https://t.co/Y5jpI9gRhE ^MJ
"Both @129941 and @116935 let me down.. connection issues w/ perfect service while at the gym. But, good thing I had all of @40192 downloaded onto my phone! #SaveTheBestForLast","@794299 I'm sorry for the inconvenience! If you'd like to try some troubleshooting, we can try restarting the application, as well as restarting your device. Let us know! ^DW"
@AmazonHelp this message won’t go away I want to cancel reoccurring payments https://t.co/bwBmrAEGyI,"@521082 Hi, to manage your Prime subscription click here: https://t.co/EMoca4Sfya ^AS"
@AmazonHelp Have submitted something although system says you won’t reply. Can you find my submission?,@260116 Hi Jaana- We wouldn't have access from here to check for security reasons. Can you get in touch via this link via phone or chat instead: https://t.co/JzP7hlA23B Thank you. ^NV
"I’m glad to see this how packages are treated. Really, maybe at least pretend to care a little more than that. The only saving grace is that it wasn’t something truly fragile, because I would hate to see how would go. @118706 @115821 https://t.co/uXRmBbA9dN",@769536 So sorry for the state of your delivery. This is not what we want and we're here to help! We'd like to escalate your carrier feedback and see what options are available on this. Please call or chat in here: https://t.co/hApLpMlfHN Let us know how that goes. ^SG
"@AmazonHelp This is the one, but the price on the listing is less than what I’m being charged, the listing price seems correct when I bought, because I compared to HMV and they were £25 too https://t.co/uIBpvjfCwv",@228595 Thanks. Have you checked your email confirmation to see what price you were given? ^NV
"Hey @115821 thanks for the printer ink!  I didn’t order a package, and I don’t have a printer but Merry Christmas I guess! Sorry I didn’t get you anything https://t.co/dsX3uXiEN3","@806015 Surprise!!😋 If you'd like, we can generate a return for these cartridges here: https://t.co/hApLpMlfHN ^RR"
"@115821 @AmazonHelp Sir, i got a mail by ur team again that they cant process my refund. I request you to check the vedio again and reconcern the issue. Its your delivery teams fault of missing the item. Please dont make me to share this empty box vedio all over other sites and higher authorities.",@130666 Resolution provided in the mail is the best we could offer at this point in time. Appreciate your understanding. ^VH
@AmazonHelp All detail sand sand sand sand last 31 time sir but not solve....,@523966 You should have received a correspondence from us. Please check our correspondence here: https://t.co/DTSNmGldJf. ^JS
@115850 I am unable to reach your customer service. Please advise,@775057 You would be able to get in touch with us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^MN
@AmazonHelp Yes Hv shared my details hell lot of time. Last 2 CCE name was Akshay and Prabhu who handled my issue. Commonsense is lacking in ur process,@184637 Thank you for sharing your details. Our support team will be getting in touch with you soon. ^GU
"Placed an order with Amazon yesterday and it said that you will receive it by 13:00,pm today.lam still waiting.wheres my order Amazon",@500372 I'm sorry for the wait. We deliver until 22:00 daily. Please phone or chat if not received by then: https://t.co/JzP7hlA23B ^AN
"@AmazonHelp hello,I have received my order but as you can see it is already opened and the cd ""who built the moon"" is missing, customer service have reordered it for me,either it's been opened deliberately or the seal has failed and the cd has fallen out https://t.co/uHlTenrTTk","@222558 Hi, thanks for confirming a replacement is being arranged for you. Please let us know if you've any issues with your replacement order. ^TS"
dude @117795 wtf?? i want my money back!!! https://t.co/jscA6m7M5X,"@452016 Hi Nad, I'm really sorry. Please contact us on the link provided in the email. ^AT"
"Benefits of your Prime Membership: **Free Release Date Delivery**
@amazonhelp I NEED TO GO TO NEW DONK CITY https://t.co/zo3NmbMxNh","@376115 When you placed the order, what shipping speed was selected? That information can be viewed here: https://t.co/PyACxvY8Qo ^AG"
@AmazonHelp I assume this is a hacker since I never once said I was having password problems? https://t.co/qqaHLK6cFN,"@664515 Hi, Carol! Please visit this link for additional information on suspicious emails: https://t.co/xfxnJlKXrG  ^SP"
"@AmazonHelp Hi, no I asked for a local hairdresser and it supplied one where the business name was changed 5 yrs ago so people wouldn’t have found it",@362027 I'd like to have a member from our support team research this on your behalf; please contact us: https://t.co/JzP7hlA23B ^WM
"@AmazonHelp Another failed delivery
Your drivers really need better training. Ive lost a days pay waiting for this package.",@288994 We'd like to take another look into this for you. Please contact us by phone at this link: https://t.co/JzP7hlA23B ^VS
"@AmazonHelp Yes. The item was ordered one week earlier, shipped monday and still isn't here.","@230825 I am sorry for the inconvenience. If the item has not arrived by the 5th please get back in touch, and we will assist you further.^SM"
Thanks Amazon Prime got charging me £7.99 for a service I’ve never signed up to or used in my life 😂.,@531830 So sorry for the unexpected charge! You can cancel your membership as mentioned here: https://t.co/h3LloN778W ^BG
"@AmazonHelp I tried many pincodes of Lucknow but still no result found about delivery. 226016 is the pincode of ""Indra nagar"" which is famous place.","@194788 Further, I'll be sure to share your comments with our internal teams for review and to improve our services. (2/2) ^SV"
"@115817 @115821 Yeah it’s ok. UPS driver on my route must have a problem with me for some reason.  I don’t know why, all I do is pay his salary.",@193222 We're can always submit your feedback to our delivery team for review. Just send us an e-mail here: https://t.co/hApLpMlfHN ^KP
